"k" "c" "SR"
0.12 0.885 0.614797698129053
0.125 0.885 0.619277877085486
0.13 0.885 0.623718961914437
0.135 0.885 0.628121918909297
0.14 0.885 0.632487950165266
0.145 0.885 0.636818333940645
0.15 0.885 0.641114289939635
0.155 0.885 0.64537688777482
0.16 0.885 0.649607003963169
0.165 0.885 0.65380532121841
0.17 0.885 0.657972356794966
0.175 0.885 0.662108505012466
0.18 0.885 0.66621408158264
0.185 0.885 0.670289361812772
0.19 0.885 0.674334609219298
0.195 0.885 0.67835009439253
0.2 0.885 0.682336105785972
0.205 0.885 0.686292954702338
0.21 0.885 0.690220976577219
0.215 0.885 0.694120530158153
0.22 0.885 0.697991995636703
0.225 0.885 0.701835772357314
0.23 0.885 0.705652276433563
0.235 0.885 0.70944193842874
0.24 0.885 0.713205201165842
0.245 0.885 0.716942517688174
0.25 0.885 0.720654349372915
0.255 0.885 0.724341164192657
0.26 0.885 0.728003435117505
0.265 0.885 0.731641638649704
0.27 0.885 0.735256253482734
0.275 0.885 0.738847759277065
0.28 0.885 0.74241663554497
0.285 0.885 0.745963360637125
0.29 0.885 0.749488410823964
0.295 0.885 0.752992259465072
0.3 0.885 0.756475376260192
0.305 0.885 0.759938226575697
0.31 0.885 0.763381270840683
0.315 0.885 0.766804964007099
0.32 0.885 0.77020975506864
0.325 0.885 0.773596086633357
0.33 0.885 0.776964394545225
0.335 0.885 0.780315107550133
0.34 0.885 0.783648647001994
0.345 0.885 0.786965426604894
0.35 0.885 0.790265852187371
0.355 0.885 0.793550321505112
0.36 0.885 0.796819224068502
0.365 0.885 0.800072940991589
0.37 0.885 0.803311844859139
0.375 0.885 0.806536299608541
0.38 0.885 0.809746660423364
0.385 0.885 0.81294327363541
0.39 0.885 0.816126476632068
0.395 0.885 0.819296597765735
0.4 0.885 0.822453956261977
0.405 0.885 0.825598862122941
0.41 0.885 0.828731616022315
0.415 0.885 0.831852509187871
0.42 0.885 0.834961823267257
0.425 0.885 0.838059830172218
0.43 0.885 0.841146791895884
0.435 0.885 0.844222960297024
0.44 0.885 0.847288576844243
0.445 0.885 0.850343872312033
0.45 0.885 0.853389066419181
0.455 0.885 0.856424367398341
0.46 0.885 0.859449971483448
0.465 0.885 0.862466062299062
0.47 0.885 0.865472810132373
0.475 0.885 0.868470371064551
0.48 0.885 0.871458885932853
0.485 0.885 0.874438479088379
0.49 0.885 0.877409256905949
0.495 0.885 0.880371305991824
0.5 0.885 0.883324691021159
0.005 0.89 0.501978390033644
0.01 0.89 0.508435184133149
0.015 0.89 0.513718476267751
0.02 0.89 0.518794862387489
0.025 0.89 0.523806442279049
0.03 0.89 0.528786514856556
0.035 0.89 0.533746315059869
0.04 0.89 0.538690229851563
0.045 0.89 0.543619893381505
0.05 0.89 0.548535596898509
0.055 0.89 0.553436858003462
0.06 0.89 0.558322678052985
0.065 0.89 0.563191670710944
0.07 0.89 0.568042135290879
0.075 0.89 0.572872109058425
0.08 0.89 0.577679416841415
0.085 0.89 0.582461729105126
0.09 0.89 0.587216635437694
0.095 0.89 0.591941736691433
0.1 0.89 0.596634754698557
0.105 0.89 0.601293653225405
0.11 0.89 0.605916758174507
0.115 0.89 0.610502860356347
0.12 0.89 0.615051282374842
0.125 0.89 0.619561894090252
0.13 0.89 0.624035069312473
0.135 0.89 0.628471588330889
0.14 0.89 0.632872503071314
0.145 0.89 0.637238989819122
0.15 0.89 0.641572215573082
0.155 0.89 0.6458732380219
0.16 0.89 0.650142948540275
0.165 0.89 0.654382056545955
0.17 0.89 0.658591105524768
0.175 0.89 0.662770507611641
0.18 0.89 0.666920584402815
0.185 0.89 0.671041605034815
0.19 0.89 0.675133816654366
0.195 0.89 0.679197465875473
0.2 0.89 0.683232812067851
0.205 0.89 0.687240134348528
0.21 0.89 0.691219734291161
0.215 0.89 0.695171936034154
0.22 0.89 0.699097084984398
0.225 0.89 0.702995545869845
0.23 0.89 0.706867700566284
0.235 0.89 0.71071394591464
0.24 0.89 0.714534691626922
0.245 0.89 0.718330358318813
0.25 0.89 0.722101375679255
0.255 0.89 0.725848180775939
0.26 0.89 0.729571216491294
0.265 0.89 0.733270930082252
0.27 0.89 0.736947771856769
0.275 0.89 0.740602193960136
0.28 0.89 0.744234649264291
0.285 0.89 0.747845590353575
0.29 0.89 0.751435468600555
0.295 0.89 0.755004733325804
0.3 0.89 0.758553831035728
0.305 0.89 0.7620832047328
0.31 0.89 0.765593293292754
0.315 0.89 0.76908453090356
0.32 0.89 0.772557346561211
0.325 0.89 0.776012163617575
0.33 0.89 0.779449399375782
0.335 0.89 0.782869464728817
0.34 0.89 0.786272763837165
0.345 0.89 0.789659693841562
0.35 0.89 0.793030644607011
0.355 0.89 0.796385998494417
0.36 0.89 0.799726130156263
0.365 0.89 0.803051406352885
0.37 0.89 0.806362185785933
0.375 0.89 0.809658818945687
0.38 0.89 0.812941647968873
0.385 0.89 0.816211006503601
0.39 0.89 0.819467219577991
0.395 0.89 0.822710603468935
0.4 0.89 0.825941465567245
0.405 0.89 0.829160104235225
0.41 0.89 0.832366808652388
0.415 0.89 0.835561858644635
0.42 0.89 0.838745524491674
0.425 0.89 0.841918066706872
0.43 0.89 0.845079735782859
0.435 0.89 0.848230771895269
0.44 0.89 0.851371404555721
0.445 0.89 0.854501852203633
0.45 0.89 0.857622321724536
0.455 0.89 0.860733007880199
0.46 0.89 0.863834092632876
0.465 0.89 0.866925744342316
0.47 0.89 0.870008116809428
0.475 0.89 0.873081348134631
0.48 0.89 0.876145559351314
0.485 0.89 0.879200852785219
0.49 0.89 0.882247310078083
0.495 0.89 0.885284989797739
0.5 0.89 0.88831392453574
0.005 0.895 0.502147495319338
0.01 0.895 0.508513030847925
0.015 0.895 0.513764743208799
0.02 0.895 0.518831022882926
0.025 0.895 0.523838645120246
0.03 0.895 0.528817484092243
0.035 0.895 0.533777646767484
0.04 0.895 0.538723079596534
0.045 0.895 0.543655245253426
0.05 0.895 0.548574391766419
0.055 0.895 0.553480065820744
0.06 0.895 0.558371344995757
0.065 0.895 0.563246953449281
0.07 0.895 0.568105327242655
0.075 0.895 0.572944659954502
0.08 0.895 0.577762944996569
0.085 0.895 0.582558024651246
0.09 0.895 0.587327652244581
0.095 0.895 0.59206957085153
0.1 0.895 0.596781608451713
0.105 0.895 0.601461785146496
0.11 0.895 0.606108423193229
0.115 0.895 0.610720246187126
0.12 0.895 0.615296451270319
0.125 0.895 0.619836739402482
0.13 0.895 0.624341294389361
0.135 0.895 0.628810710885632
0.14 0.895 0.633245882504715
0.145 0.895 0.637647869922735
0.15 0.895 0.642017772338595
0.155 0.895 0.646356622700377
0.16 0.895 0.650665319117099
0.165 0.895 0.654944594996556
0.17 0.895 0.659195022026373
0.175 0.895 0.663417035274645
0.18 0.895 0.667610968805616
0.185 0.895 0.671777092276815
0.19 0.895 0.675915642428051
0.195 0.895 0.680026846785578
0.2 0.895 0.684110939449575
0.205 0.895 0.688168170268731
0.21 0.895 0.69219880920016
0.215 0.895 0.696203147545039
0.22 0.895 0.700181497369066
0.225 0.895 0.704134189992063
0.23 0.895 0.70806157408013
0.235 0.895 0.711964013630427
0.24 0.895 0.715841885990642
0.245 0.895 0.719695579974722
0.25 0.895 0.723525494096872
0.255 0.895 0.727332034928254
0.26 0.895 0.731115615573709
0.265 0.895 0.734876654263297
0.27 0.895 0.738615573052696
0.275 0.895 0.742332796626354
0.28 0.895 0.746028751197376
0.285 0.895 0.749703863498261
0.29 0.895 0.753358559856775
0.295 0.895 0.756993265351396
0.3 0.895 0.760608403040984
0.305 0.895 0.764204393263466
0.31 0.895 0.767781652998547
0.315 0.895 0.771340595289613
0.32 0.895 0.774881628720205
0.325 0.895 0.778405156940583
0.33 0.895 0.781911578240103
0.335 0.895 0.785401285161264
0.34 0.895 0.788874664151442
0.345 0.895 0.792332095248475
0.35 0.895 0.795773951796338
0.355 0.895 0.79920060018731
0.36 0.895 0.802612399627049
0.365 0.895 0.806009701919084
0.37 0.895 0.809392851265253
0.375 0.895 0.812762184078582
0.38 0.895 0.816118028805086
0.385 0.895 0.819460705750872
0.39 0.895 0.822790526910784
0.395 0.895 0.826107795794628
0.4 0.895 0.829412807246775
0.405 0.895 0.832705847254559
0.41 0.895 0.835987192740467
0.415 0.895 0.839257111332548
0.42 0.895 0.842515861106745
0.425 0.895 0.845763690294006
0.43 0.895 0.849000836943898
0.435 0.895 0.852227528535104
0.44 0.895 0.855443981521471
0.445 0.895 0.85865040080019
0.45 0.895 0.861846979085997
0.455 0.895 0.865033896172039
0.46 0.895 0.868211318053824
0.465 0.895 0.871379395887452
0.47 0.895 0.874538264746605
0.475 0.895 0.877688042134231
0.48 0.895 0.880828826193856
0.485 0.895 0.883960693551187
0.49 0.895 0.887083696698092
0.495 0.895 0.89019786080656
0.5 0.895 0.893303179827816
0.005 0.9 0.502321087554005
0.01 0.9 0.508586596442666
0.015 0.9 0.513809001472256
0.02 0.9 0.518865850990763
0.025 0.9 0.523869793879258
0.03 0.9 0.528847524348001
0.035 0.9 0.533808095319342
0.04 0.9 0.538755040060467
0.045 0.9 0.543689660128768
0.05 0.9 0.548612163019338
0.055 0.9 0.553522123039312
0.06 0.9 0.558418689949263
0.065 0.9 0.563300692652562
0.07 0.9 0.568166697176799
0.075 0.9 0.573015046316355
0.08 0.9 0.577843895546096
0.085 0.9 0.582651254141644
0.09 0.9 0.587435037354056
0.095 0.9 0.592193133035947
0.1 0.9 0.596923483352096
0.105 0.9 0.601624178734561
0.11 0.9 0.606293557166751
0.115 0.9 0.610930297866659
0.12 0.9 0.615533495667743
0.125 0.9 0.620102702271176
0.13 0.9 0.624637924101004
0.135 0.9 0.629139573691805
0.14 0.9 0.633608380833805
0.145 0.9 0.638045278332148
0.15 0.9 0.642451282279877
0.155 0.9 0.64682738645828
0.16 0.9 0.651174485161279
0.165 0.9 0.655493330541279
0.17 0.9 0.659784522401955
0.175 0.9 0.664048522583459
0.18 0.9 0.668285683714274
0.185 0.9 0.672496282787269
0.19 0.9 0.676680552574446
0.195 0.9 0.680838707001426
0.2 0.9 0.684970959277682
0.205 0.9 0.689077533356824
0.21 0.9 0.69315867015867
0.215 0.9 0.697214630150957
0.22 0.9 0.701245693662341
0.225 0.9 0.705252159930295
0.23 0.9 0.709234345533545
0.235 0.9 0.713192582587234
0.24 0.9 0.717127216899822
0.245 0.9 0.721038606185899
0.25 0.9 0.724927118373896
0.255 0.9 0.72879313002135
0.26 0.9 0.732637024838961
0.265 0.9 0.736459192320224
0.27 0.9 0.740260026471861
0.275 0.9 0.744039924639831
0.28 0.9 0.74779928642563
0.285 0.9 0.751538512687673
0.29 0.9 0.755258004622641
0.295 0.9 0.7589581629218
0.3 0.9 0.762639386997436
0.305 0.9 0.766302074274674
0.31 0.9 0.76994661954408
0.315 0.9 0.773573414370608
0.32 0.9 0.777182846554566
0.325 0.9 0.780775299640411
0.33 0.9 0.784351152469335
0.335 0.9 0.787910778771683
0.34 0.9 0.791454546795392
0.345 0.9 0.794982818966698
0.35 0.9 0.798495951579466
0.355 0.9 0.801994294509528
0.36 0.9 0.805478190950466
0.365 0.9 0.808947977167272
0.37 0.9 0.812403982264301
0.375 0.9 0.815846527963845
0.38 0.9 0.819275928391598
0.385 0.9 0.822692489865045
0.39 0.9 0.826096510680676
0.395 0.9 0.829488280895556
0.4 0.9 0.83286808209845
0.405 0.9 0.836236187165193
0.41 0.9 0.839592859992384
0.415 0.9 0.84293835520273
0.42 0.9 0.846272917814367
0.425 0.9 0.849596782865357
0.43 0.9 0.852910174982978
0.435 0.9 0.856213307885662
0.44 0.9 0.859506383803043
0.445 0.9 0.862789592796718
0.45 0.9 0.866063111960646
0.455 0.9 0.869327104475506
0.46 0.9 0.872581718485488
0.465 0.9 0.8758270857585
0.47 0.9 0.8790633200812
0.475 0.9 0.882290515327858
0.48 0.9 0.885508743125912
0.485 0.9 0.888718050019908
0.49 0.9 0.891918454007519
0.495 0.9 0.895109940283966
0.5 0.9 0.898292455980829
0.005 0.905 0.502497453814737
0.01 0.905 0.508656233036353
0.015 0.905 0.513851414164427
0.02 0.905 0.518899454292485
0.025 0.905 0.523899974618348
0.03 0.905 0.528876712342361
0.035 0.905 0.533837733931751
0.04 0.905 0.538786184496272
0.045 0.905 0.543723213909495
0.05 0.905 0.54864899146917
0.055 0.905 0.55356311756924
0.06 0.905 0.558464810182283
0.065 0.905 0.563352997344873
0.07 0.905 0.568226368398672
0.075 0.905 0.573083408300932
0.08 0.905 0.577922427935487
0.085 0.905 0.582741598334164
0.09 0.905 0.587538994074957
0.095 0.905 0.592312649139219
0.1 0.905 0.597060626339405
0.105 0.905 0.601781098676124
0.11 0.905 0.606472437637351
0.115 0.905 0.611133299935742
0.12 0.905 0.615762701357651
0.125 0.905 0.620360065418026
0.13 0.905 0.624925236407617
0.135 0.905 0.629458451524861
0.14 0.905 0.63396027429414
0.145 0.905 0.638431499410152
0.15 0.905 0.642873045004574
0.155 0.905 0.647285850123888
0.16 0.905 0.651670792414714
0.165 0.905 0.656028634811211
0.17 0.905 0.660360002679534
0.175 0.905 0.664665386706618
0.18 0.905 0.668945163271368
0.185 0.905 0.673199623357329
0.19 0.905 0.677429002558527
0.195 0.905 0.681633507284398
0.2 0.905 0.685813334869365
0.205 0.905 0.689968687299285
0.21 0.905 0.694099779461543
0.215 0.905 0.698206843296289
0.22 0.905 0.702290129206098
0.225 0.905 0.706349905815707
0.23 0.905 0.710386458845987
0.235 0.905 0.714400089580081
0.24 0.905 0.71839111319182
0.245 0.905 0.722359857074637
0.25 0.905 0.726306659234393
0.255 0.905 0.730231866771185
0.26 0.905 0.734135834457322
0.265 0.905 0.738018923411121
0.27 0.905 0.74188149986323
0.275 0.905 0.745723934011233
0.28 0.905 0.749546598957976
0.285 0.905 0.753349869729044
0.29 0.905 0.757134122364877
0.295 0.905 0.760899733083025
0.3 0.905 0.764647077506219
0.305 0.905 0.768376529951921
0.31 0.905 0.772088462779201
0.315 0.905 0.775783245788812
0.32 0.905 0.779461245672481
0.325 0.905 0.783122825507491
0.33 0.905 0.786768344292731
0.335 0.905 0.790398156522464
0.34 0.905 0.794012611794133
0.345 0.905 0.797612054446563
0.35 0.905 0.801196823224974
0.355 0.905 0.8047672509692
0.36 0.905 0.808323664321523
0.365 0.905 0.811866383450467
0.37 0.905 0.81539572178681
0.375 0.905 0.818911985767962
0.38 0.905 0.822415474586648
0.385 0.905 0.825906479939615
0.39 0.905 0.829385285771733
0.395 0.905 0.832852168010482
0.4 0.905 0.836307394285244
0.405 0.905 0.839751223625207
0.41 0.905 0.843183906128811
0.415 0.905 0.846605682596682
0.42 0.905 0.850016784118656
0.425 0.905 0.853417431603937
0.43 0.905 0.856807835241389
0.435 0.905 0.860188193874446
0.44 0.905 0.863558694271992
0.445 0.905 0.866919510272543
0.45 0.905 0.870270801774014
0.455 0.905 0.873612713534939
0.46 0.905 0.876945373744741
0.465 0.905 0.880268892310026
0.47 0.905 0.883583358790051
0.475 0.905 0.886888839896488
0.48 0.905 0.890185376448757
0.485 0.905 0.893472979644536
0.49 0.905 0.896751626462562
0.495 0.905 0.900021253957167
0.5 0.905 0.903281752125053
0.005 0.91 0.502674766222675
0.01 0.91 0.508722269951761
0.015 0.91 0.513892137049081
0.02 0.91 0.518931938311161
0.025 0.91 0.523929273320182
0.03 0.91 0.528905125586931
0.035 0.91 0.533866637023378
0.04 0.91 0.538816587533634
0.045 0.91 0.543755983904069
0.05 0.91 0.548684959254705
0.055 0.91 0.553603138469808
0.06 0.91 0.558509803837908
0.065 0.91 0.563403977051126
0.07 0.91 0.568284464245448
0.075 0.91 0.573149885546567
0.08 0.91 0.577998700491261
0.085 0.91 0.582829236270376
0.09 0.91 0.587639723478255
0.095 0.91 0.592428342451941
0.1 0.91 0.597193281598511
0.105 0.91 0.601932806965505
0.11 0.91 0.606645339623872
0.115 0.91 0.611329534448279
0.12 0.91 0.615984351200844
0.125 0.91 0.620609107345142
0.13 0.91 0.62520350266706
0.135 0.91 0.62976760910239
0.14 0.91 0.634301824894019
0.145 0.91 0.638806799052227
0.15 0.91 0.6432833380932
0.155 0.91 0.6477323102475
0.16 0.91 0.652154561721689
0.165 0.91 0.656550855500717
0.17 0.91 0.660921837131691
0.175 0.91 0.665268025937242
0.18 0.91 0.669589825802288
0.185 0.91 0.673887547797411
0.19 0.91 0.67816143725058
0.195 0.91 0.682411699668484
0.2 0.91 0.686638522207398
0.205 0.91 0.690842089467714
0.21 0.91 0.695022593846612
0.215 0.91 0.699180241459964
0.22 0.91 0.703315254870892
0.225 0.91 0.707427873748233
0.23 0.91 0.711518354315731
0.235 0.91 0.71558696817428
0.24 0.91 0.719634000851605
0.245 0.91 0.723659750274939
0.25 0.91 0.727664525264511
0.255 0.91 0.731648644091505
0.26 0.91 0.735612433116979
0.265 0.91 0.739556225515811
0.27 0.91 0.743480360084538
0.275 0.91 0.747385180130023
0.28 0.91 0.751271032435165
0.285 0.91 0.75513826629774
0.29 0.91 0.758987232638374
0.295 0.91 0.762818283173706
0.3 0.91 0.766631769650829
0.305 0.91 0.770428043139146
0.31 0.91 0.774207453375829
0.315 0.91 0.777970348161117
0.32 0.91 0.781717072799772
0.325 0.91 0.785447969585016
0.33 0.91 0.789163377321355
0.335 0.91 0.792863630882715
0.34 0.91 0.796549060802346
0.345 0.91 0.800219992890943
0.35 0.91 0.803876747879437
0.355 0.91 0.807519641082856
0.36 0.91 0.811148982081601
0.365 0.91 0.814765074416357
0.37 0.91 0.818368215292726
0.375 0.91 0.821958695291451
0.38 0.91 0.825536798079837
0.385 0.91 0.829102800119614
0.39 0.91 0.832656970366063
0.395 0.91 0.836199569952625
0.4 0.91 0.839730851854561
0.405 0.91 0.843251060524281
0.41 0.91 0.84676043148992
0.415 0.91 0.850259190907317
0.42 0.91 0.853747555053848
0.425 0.91 0.857225729750424
0.43 0.91 0.860693909695232
0.435 0.91 0.864152277689432
0.44 0.91 0.867601003730682
0.445 0.91 0.871040243944904
0.45 0.91 0.874470139319722
0.455 0.91 0.877890814193955
0.46 0.91 0.881302374445963
0.465 0.91 0.884704905308369
0.47 0.91 0.888098468716782
0.475 0.91 0.891483100073627
0.48 0.91 0.894858804272835
0.485 0.91 0.898225550783343
0.49 0.91 0.901583267524243
0.495 0.91 0.904931833174494
0.5 0.91 0.908271067434736
0.005 0.915 0.502851169100216
0.01 0.915 0.508785017101403
0.015 0.915 0.513931321419319
0.02 0.915 0.51896340879116
0.025 0.915 0.523957777846159
0.03 0.915 0.528932844152139
0.035 0.915 0.533894881862075
0.04 0.915 0.538846326754605
0.045 0.915 0.54378805036556
0.05 0.915 0.548720151367897
0.055 0.915 0.553642277484498
0.06 0.915 0.558553771494346
0.065 0.915 0.563453743397908
0.07 0.915 0.568341109738297
0.075 0.915 0.573214618884232
0.08 0.915 0.578072872194599
0.085 0.915 0.582914347109897
0.09 0.915 0.587737426286143
0.095 0.915 0.592540435597676
0.1 0.915 0.597321692542597
0.105 0.915 0.602079564946724
0.11 0.915 0.606812537755924
0.115 0.915 0.61151928325017
0.12 0.915 0.616198727604386
0.125 0.915 0.620850105022752
0.13 0.915 0.625472990464686
0.135 0.915 0.630067303871093
0.14 0.915 0.63463328286838
0.145 0.915 0.639171426475764
0.15 0.915 0.643682417951588
0.155 0.915 0.648167038902053
0.16 0.915 0.652626087869868
0.165 0.915 0.657060314528947
0.17 0.915 0.66147037614676
0.175 0.915 0.665856817668411
0.18 0.915 0.670220072205436
0.185 0.915 0.674560475920424
0.19 0.915 0.678878290545507
0.195 0.915 0.683173727654818
0.2 0.915 0.687446970590745
0.205 0.915 0.691698191890588
0.21 0.915 0.695927565666248
0.215 0.915 0.700135275433055
0.22 0.915 0.704321518375369
0.225 0.915 0.708486507118163
0.23 0.915 0.71263046992146
0.235 0.915 0.716753649975788
0.24 0.915 0.720856304245748
0.245 0.915 0.724938702128163
0.25 0.915 0.729001124069284
0.255 0.915 0.733043860212003
0.26 0.915 0.737067209104048
0.265 0.915 0.741071476478383
0.27 0.915 0.745056974108097
0.275 0.915 0.749024018734364
0.28 0.915 0.752972931064676
0.285 0.915 0.756904034838069
0.29 0.915 0.760817655953903
0.295 0.915 0.764714121660725
0.3 0.915 0.768593759801742
0.305 0.915 0.772456898113454
0.31 0.915 0.776303863573971
0.315 0.915 0.780134981797613
0.32 0.915 0.78395057647236
0.325 0.915 0.787750968836744
0.33 0.915 0.791536477192787
0.335 0.915 0.795307416451587
0.34 0.915 0.799064097708097
0.345 0.915 0.80280682784166
0.35 0.915 0.806535909138741
0.355 0.915 0.810251638934254
0.36 0.915 0.813954309267715
0.365 0.915 0.817644206550307
0.37 0.915 0.821321611238688
0.375 0.915 0.8249867975111
0.38 0.915 0.828640032940949
0.385 0.915 0.832281578162553
0.39 0.915 0.835911686523163
0.395 0.915 0.839530603714597
0.4 0.915 0.843138567376926
0.405 0.915 0.846735806665442
0.41 0.915 0.850322541770735
0.415 0.915 0.85389898337983
0.42 0.915 0.857465332064111
0.425 0.915 0.86102177757684
0.43 0.915 0.864568498039488
0.435 0.915 0.868105658991494
0.44 0.915 0.871633412272176
0.445 0.915 0.875151894696056
0.45 0.915 0.878661226473086
0.455 0.915 0.882161509312703
0.46 0.915 0.885652824134076
0.465 0.915 0.889135228283118
0.47 0.915 0.892608752127797
0.475 0.915 0.896073394864208
0.48 0.915 0.899529119312936
0.485 0.915 0.902975845412481
0.49 0.915 0.906413442015665
0.495 0.915 0.909841716453045
0.5 0.915 0.91326040112543
0.005 0.92 0.503024870314262
0.01 0.92 0.508844769182058
0.015 0.92 0.513969117682488
0.02 0.92 0.5189939746043
0.025 0.92 0.523985580440212
0.03 0.92 0.528959952921819
0.035 0.92 0.533922550662315
0.04 0.92 0.538875484694119
0.045 0.92 0.543819498437605
0.05 0.92 0.548754657576999
0.055 0.92 0.55368063096635
0.06 0.92 0.558596818112955
0.065 0.92 0.56350241210109
0.07 0.92 0.568396433623101
0.075 0.92 0.573277752441098
0.08 0.92 0.578145104852945
0.085 0.92 0.582997112370143
0.09 0.92 0.587832305175487
0.095 0.92 0.592649152893883
0.1 0.92 0.597446104229639
0.105 0.92 0.602221635796592
0.11 0.92 0.60697430885593
0.115 0.92 0.611702830714988
0.12 0.92 0.616406115472945
0.125 0.92 0.621083337090017
0.13 0.92 0.625733967018744
0.135 0.92 0.630357789448781
0.14 0.92 0.634954889857493
0.145 0.92 0.639525616752021
0.15 0.92 0.644070521330493
0.155 0.92 0.648590283961948
0.16 0.92 0.653085638624341
0.165 0.92 0.657557306065903
0.17 0.92 0.662005943663695
0.175 0.92 0.666432115722528
0.18 0.92 0.67083628361356
0.185 0.92 0.675218811840144
0.19 0.92 0.679579984438794
0.195 0.92 0.683920026057487
0.2 0.92 0.688239123140469
0.205 0.92 0.692537442261555
0.21 0.92 0.696815144237089
0.215 0.92 0.70107239387344
0.22 0.92 0.705309365944499
0.225 0.92 0.709526248300544
0.23 0.92 0.713723243012128
0.235 0.92 0.717900566294053
0.24 0.92 0.722058447746859
0.245 0.92 0.726197129263749
0.25 0.92 0.730316863807438
0.255 0.92 0.734417914166441
0.26 0.92 0.738500551743938
0.265 0.92 0.742565055402076
0.27 0.92 0.746611710369662
0.275 0.92 0.750640807214579
0.28 0.92 0.754652640879464
0.285 0.92 0.758647509778147
0.29 0.92 0.762625714949986
0.295 0.92 0.766587559269091
0.3 0.92 0.770533346705369
0.305 0.92 0.774463381634317
0.31 0.92 0.778377968192442
0.315 0.92 0.782277409675195
0.32 0.92 0.786162007974252
0.325 0.92 0.790032063050988
0.33 0.92 0.793887872442915
0.335 0.92 0.79772973079983
0.34 0.92 0.801557929446342
0.345 0.92 0.80537275596737
0.35 0.92 0.809174493813073
0.355 0.92 0.812963421919531
0.36 0.92 0.8167398143413
0.365 0.92 0.8205039398917
0.37 0.92 0.824256061786402
0.375 0.92 0.82799643728545
0.38 0.92 0.83172531732838
0.385 0.92 0.835442946156445
0.39 0.92 0.839149560915202
0.395 0.92 0.84284539122971
0.4 0.92 0.846530658743395
0.405 0.92 0.850205576610111
0.41 0.92 0.853870348927012
0.415 0.92 0.857525170093483
0.42 0.92 0.861170224078342
0.425 0.92 0.864805683573726
0.43 0.92 0.868431709009225
0.435 0.92 0.872048447393603
0.44 0.92 0.875656030943508
0.445 0.92 0.879254575448166
0.45 0.92 0.882844178305616
0.455 0.92 0.886424916148283
0.46 0.92 0.88999684195214
0.465 0.92 0.8935599814923
0.47 0.92 0.897114328965319
0.475 0.92 0.900659841540553
0.48 0.92 0.904196432522845
0.485 0.92 0.907723962697085
0.49 0.92 0.91124222926707
0.495 0.92 0.914750951574254
0.5 0.92 0.918249752451517
0.005 0.925 0.503194227013949
0.01 0.925 0.508901811131885
0.015 0.925 0.514005680038109
0.02 0.925 0.519023751551591
0.025 0.925 0.524012780992045
0.03 0.925 0.528986544521738
0.035 0.925 0.533949733302062
0.04 0.925 0.538904151424663
0.045 0.925 0.543850420661854
0.05 0.925 0.548788574897204
0.055 0.925 0.553718302343085
0.06 0.925 0.558639055523005
0.065 0.925 0.563550105490804
0.07 0.925 0.56845057095219
0.075 0.925 0.573339436291389
0.08 0.925 0.578215565827563
0.085 0.925 0.583077718732875
0.09 0.925 0.587924567660732
0.095 0.925 0.592754723306103
0.1 0.925 0.597566766385831
0.105 0.925 0.602359287627159
0.11 0.925 0.607130935151542
0.115 0.925 0.611880467122356
0.12 0.925 0.616606805823844
0.125 0.925 0.621309087759991
0.13 0.925 0.625986703358671
0.135 0.925 0.630639319933622
0.14 0.925 0.635266883049433
0.145 0.925 0.639869594355514
0.15 0.925 0.644447867819497
0.155 0.925 0.649002270177267
0.16 0.925 0.653533454241322
0.165 0.925 0.658042094631234
0.17 0.925 0.6625288342618
0.175 0.925 0.666994246994244
0.18 0.925 0.671438818169274
0.185 0.925 0.675862941351169
0.19 0.925 0.680266927300694
0.195 0.925 0.684651020266495
0.2 0.925 0.689015416986552
0.205 0.925 0.693360284886572
0.21 0.925 0.697685777347171
0.215 0.925 0.701992045182423
0.22 0.925 0.706279244400882
0.225 0.925 0.710547540849567
0.23 0.925 0.714797112531772
0.235 0.925 0.719028150353993
0.24 0.925 0.72324085790899
0.245 0.925 0.727435450725912
0.25 0.925 0.73161215526352
0.255 0.925 0.735771207807542
0.26 0.925 0.739912853357867
0.265 0.925 0.744037344546985
0.27 0.925 0.748144940607314
0.275 0.925 0.752235906393445
0.28 0.925 0.756310511460108
0.285 0.925 0.760369029194488
0.29 0.925 0.764411736000694
0.295 0.925 0.768438910533844
0.3 0.925 0.77245083298111
0.305 0.925 0.776447784386974
0.31 0.925 0.780430046019935
0.315 0.925 0.784397898777784
0.32 0.925 0.788351622628575
0.325 0.925 0.792291496084314
0.33 0.925 0.796217795704326
0.335 0.925 0.800130795625165
0.34 0.925 0.804030767113821
0.345 0.925 0.807917978140841
0.35 0.925 0.811792692969794
0.355 0.925 0.815655171759315
0.36 0.925 0.819505670173663
0.365 0.925 0.823344438997416
0.37 0.925 0.827171723749492
0.375 0.925 0.830987764291156
0.38 0.925 0.834792794422036
0.385 0.925 0.83858704145735
0.39 0.925 0.842370725778537
0.395 0.925 0.846144060348244
0.4 0.925 0.849907250179022
0.405 0.925 0.853660491743146
0.41 0.925 0.857403972308473
0.415 0.925 0.861137869182156
0.42 0.925 0.864862348840022
0.425 0.925 0.868577565914428
0.43 0.925 0.872283662006854
0.435 0.925 0.875980764283187
0.44 0.925 0.879668983798711
0.445 0.925 0.883348413485619
0.45 0.925 0.887019125717022
0.455 0.925 0.890681169336435
0.46 0.925 0.894334566008052
0.465 0.925 0.897979305697509
0.47 0.925 0.901615341030216
0.475 0.925 0.905242580187523
0.48 0.925 0.908860877878916
0.485 0.925 0.912470023754799
